paper_idv, convert_time
2404.06513v1, 0.010395526885986328
2207.07944v2, 0.736243724822998
2311.17048v3, 2.2886226177215576
2404.06505v1, 10.42416262626648
2404.06497v1, 0.314084529876709
2404.06503v1, 11.09378957748413
2404.06501v1, 23.405285120010376
2404.06507v1, 27.193392038345337
2404.06500v1, 25.94894289970398
2404.06494v1, 12.17197585105896
2404.06509v1, 53.133044719696045
2404.06510v1, 55.81494903564453
2404.06512v1, 60.893839597702026
2404.06504v1, 61.84407711029053
2404.06514v1, 63.291696548461914
2404.06496v1, 60.251230001449585
2404.06508v1, 71.5902750492096
2211.15930v3, 20.896629571914673
2212.08731v3, 76.71072959899902
2207.00127v3, 68.99582004547119
2404.06506v1, 80.11724281311035
2404.06495v1, 64.40612936019897
2205.09064v4, 0.3228273391723633
2404.06488v1, 16.178736686706543
2310.00341v3, 44.28028893470764
2304.14515v3, 67.23714637756348
2404.06492v1, 47.23931169509888
2303.12054v4, 67.66926288604736
2404.06511v1, 138.89125752449036
2404.06502v1, 142.38682675361633
2303.14780v3, 62.936030626297
2404.06481v1, 16.827425003051758
2404.06493v1, 120.051509141922
2404.06484v1, 46.91008281707764
1902.11151v3, 0.41971611976623535
2404.06476v1, 17.80707812309265
2210.17485v2, 69.11451649665833
2404.06473v1, 0.2662332057952881
2404.06491v1, 108.2171266078949
2311.09306v2, 92.78710341453552
2404.06489v1, 103.7014148235321
2404.06486v1, 93.45132088661194
2404.06487v1, 103.9195020198822
2404.06475v1, 35.954283237457275
2404.03735v2, 25.17641282081604
2404.06490v1, 125.02321815490723
2404.06470v1, 22.023571729660034
2404.06469v1, 15.738917589187622
2404.06482v1, 104.40699172019958
2404.06485v1, 121.84422588348389
2404.06480v1, 77.61722350120544
2404.06477v1, 72.40767574310303
2404.06466v1, 24.073383331298828
2404.06498v1, 225.52553033828735
2210.07218v2, 37.54762268066406
2404.06461v1, 6.328603029251099
2404.06478v1, 102.6909110546112
2404.06468v1, 77.39979410171509
2404.06463v1, 52.91657304763794
2404.06460v1, 44.481436014175415
2404.04428v2, 105.65879535675049
2404.06458v1, 0.28937721252441406
2307.01724v2, 25.187911987304688
2403.19521v2, 85.67769575119019
2404.06479v1, 165.99734044075012
2309.09228v2, 45.49982810020447
2404.06457v1, 37.74925780296326
2404.06474v1, 162.60404992103577
2404.06452v1, 0.6064395904541016
2311.16026v2, 130.98736238479614
2312.04630v2, 181.34902119636536
2404.06462v1, 125.66756391525269
2404.06459v1, 112.66415977478027
2404.06454v1, 54.51930236816406
2309.02454v2, 114.91643452644348
2404.06451v1, 54.01819849014282
2311.00646v2, 91.20996761322021
2404.06446v1, 0.25231456756591797
2404.06455v1, 88.14079809188843
2404.06449v1, 34.73449087142944
2404.06465v1, 219.80439352989197
2404.04758v2, 0.29160284996032715
2404.06453v1, 100.97070837020874
2311.00044v3, 73.95429301261902
2404.06447v1, 51.07436990737915
2308.04100v3, 99.31958889961243
2404.06440v1, 0.4115760326385498
2208.05956v3, 236.27833151817322
2304.06140v3, 256.15591263771057
2404.06442v1, 21.34354019165039
2404.06450v1, 104.76453423500061
2404.06456v1, 163.58851981163025
2403.02408v2, 17.999107122421265
2403.06108v2, 21.06552505493164
2312.08210v2, 130.83377170562744
2404.06448v1, 106.91554641723633
